node_index,node_id,node_type,node_name,node_source
48505,2000200,biological_process,regulation of ribosomal subunit export from nucleus,GO
84377,2912,Phenotype,Methylmalonic acidemia,HPO
11554,8492,Protein,PRSS12,NCBI
40774,1905858,biological_process,regulation of heparan sulfate proteoglycan binding,GO
121728,1903876,molecular_function,11-deoxycortisol binding,GO
105438,36386,biological_process,bacterial nucleoid DNA packaging,GO
98101,16332,disease,hypertrophic cardiomyopathy due to intensive athletic training,MONDO
64838,2410,anatomy,autonomic nervous system,UBERON
36470,688,disease,inherited organic acidemia,MONDO
67529,5686,anatomy,caecum dorsal mesentery,UBERON
67009,5038,anatomy,mucosa of segmental bronchus,UBERON
23892,10577,Phenotype,Absent epiphyses,HPO
122226,50097,molecular_function,methylaspartate mutase activity,GO
117232,47262,molecular_function,polygalacturonate 4-alpha-galacturonosyltransferase activity,GO
79248,100422371,Protein,RIMKLBP2,NCBI
115429,4478,molecular_function,methionine adenosyltransferase activity,GO
103148,18405,biological_process,protein-keratan sulfate linkage via keratan sulfate D-glucuronyl-D-galactosyl-D-galactosyl-D-xylosyl-L-threonine,GO
22199,704,Phenotype,Periodontitis,HPO
66070,3912,anatomy,chitinous tooth,UBERON
15465,DB00812,drug,Phenylbutazone,DrugBank
34018,574473,Protein,MIR520B,NCBI
22631,100871,Phenotype,Abnormality of the palm,HPO
109743,48339,biological_process,paraxial mesoderm development,GO
95144,4216,disease,pineal region germinoma,MONDO
50298,19740,biological_process,nitrogen utilization,GO
122126,4534,molecular_function,5'-3' exoribonuclease activity,GO
37461,4309,disease,sarcomatosis,MONDO
38626,16677,disease,toxic or drug-related embryofetopathy,MONDO
37035,3291,disease,leiomyoma cutis,MONDO
93243,100213,Phenotype,Absent epiphysis of the middle phalanx of the 5th toe,HPO
74884,2001760,anatomy,dorsal fin ray 7,UBERON
25583,12034,Phenotype,Liposarcoma,HPO
78326,100873467,Protein,RNA5SP207,NCBI
57571,643376,Protein,BTBD18,NCBI
57598,654346,Protein,LGALS9C,NCBI
29870,10412,disease,X-linked intellectual disability-craniofacioskeletal syndrome,MONDO
104484,1902735,biological_process,negative regulation of receptor-mediated virion attachment to host cell,GO
41514,2000757,biological_process,negative regulation of peptidyl-lysine acetylation,GO
110481,21611,biological_process,facial nerve formation,GO
127873,R-HSA-167152,pathway,Formation of HIV elongation complex in the absence of HIV Tat,REACTOME
51128,72479,biological_process,response to mitotic cell cycle spindle assembly checkpoint signaling,GO
119053,10313,molecular_function,phytochrome binding,GO
115861,102188,molecular_function,"4alpha-methyl-5alpha-cholesta-7,24-dien-3beta-ol-4alpha-methyl oxidase activity",GO
7242,57508,Protein,INTS2,NCBI
22096,84627,Protein,ZNF469,NCBI
53045,61365,biological_process,positive regulation of triglyceride lipase activity,GO
91001,31250,Phenotype,Lip fissure,HPO
35762,5046,disease,immune system disease,MONDO
101865,1901777,biological_process,mitomycin C biosynthetic process,GO
10254,57624,Protein,NYAP2,NCBI
34474,254173,Protein,TTLL10,NCBI
121375,1990518,molecular_function,single-stranded 3'-5' DNA helicase activity,GO
105483,1905947,biological_process,positive regulation of response to calcium ion,GO
120906,4321,molecular_function,fatty-acyl-CoA synthase activity,GO
51051,31916,biological_process,regulation of synaptic metaplasticity,GO
45402,9070,biological_process,serine family amino acid biosynthetic process,GO
109093,1902029,biological_process,positive regulation of histone H3-K18 acetylation,GO
118251,47261,molecular_function,steroid N-acetylglucosaminyltransferase activity,GO
124175,23028,molecular_function,"MHC class I protein binding, via lateral surface",GO
651,5566,Protein,PRKACA,NCBI
49838,71636,biological_process,positive regulation of transforming growth factor beta production,GO
106241,44382,biological_process,CLRC complex localization to heterochromatin,GO
96133,3157,disease,Gorham disease,MONDO
68580,7413,anatomy,nucleus of pontine reticular formation,UBERON
51876,1902954,biological_process,regulation of early endosome to recycling endosome transport,GO
41228,1901382,biological_process,regulation of chorionic trophoblast cell proliferation,GO
57486,401546,Protein,C9orf152,NCBI
38097,6997,disease,tibial neuropathy,MONDO
49186,2767,biological_process,immune response-inhibiting cell surface receptor signaling pathway,GO
15530,DB04652,drug,Corticosterone,DrugBank
11129,3792,Protein,KEL,NCBI
47571,9265,biological_process,2'-deoxyribonucleotide biosynthetic process,GO
117625,103040,molecular_function,aldose sugar dehydrogenase activity,GO
117812,102864,molecular_function,1-18:3-2-18:2-phosphatidylcholine desaturase activity,GO
44078,19580,biological_process,galactarate metabolic process,GO
94280,5532,Phenotype,Macrocytic dyserythropoietic anemia,HPO
30218,8849,disease,atrophoderma vermiculata,MONDO
10752,4058,Protein,LTK,NCBI
93448,100534,Phenotype,Episcleritis,HPO
123148,50267,molecular_function,rubber cis-polyprenylcistransferase activity,GO
87832,9450,Phenotype,Broad proximal phalanx of the 3rd finger,HPO
108055,30841,biological_process,positive regulation of intermediate filament polymerization,GO
85745,4001,Phenotype,Medially deficient radial epiphyses,HPO
30960,9513,disease,laryngo-onycho-cutaneous syndrome,MONDO
84558,242,Phenotype,Parietal bossing,HPO
77402,284034,Protein,LINC00670,NCBI
74471,2000985,anatomy,ventral rhombencephalic commissure medulla oblongata,UBERON
58059,129293,Protein,TRABD2A,NCBI
71029,13158,anatomy,foregut-midgut junction gland,UBERON
53313,48135,biological_process,female germ-line cyst formation,GO
122040,16518,molecular_function,interleukin-14 receptor activity,GO
125224,30992,cellular_component,intraciliary transport particle B,GO
22977,2017,Phenotype,Nausea and vomiting,HPO
75451,2005412,anatomy,transverse canal,UBERON
60803,8123,Protein,PWAR5,NCBI
41620,70494,biological_process,regulation of thrombin-activated receptor signaling pathway,GO
18621,DB04140,drug,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,DrugBank
57165,196883,Protein,ADCY4,NCBI
14311,DB01147,drug,Cloxacillin,DrugBank
117089,2134,molecular_function,UTP binding,GO
67317,5399,anatomy,male reproductive gland,UBERON
19536,DB08683,drug,"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",DrugBank
90461,30474,Phenotype,Undetectable dark-adapted electroretinogram,HPO
105921,90213,biological_process,regulation of radial pattern formation,GO
87561,8796,Phenotype,Externally rotated hips,HPO
8540,6367,Protein,CCL22,NCBI
72077,16403,anatomy,thoracic wall,UBERON
14061,DB00586,drug,Diclofenac,DrugBank
96952,4826,disease,urethral calculus,MONDO
56135,30120,cellular_component,vesicle coat,GO
17613,DB06371,drug,Siplizumab,DrugBank
82840,100616356,Protein,MIR4774,NCBI
86883,7002,Phenotype,Motor axonal neuropathy,HPO
120313,55103,molecular_function,ligase regulator activity,GO
74179,2000392,anatomy,median tuberal portion,UBERON
4940,196441,Protein,ZFC3H1,NCBI
113290,32760,biological_process,positive regulation of tumor necrosis factor production,GO
73221,34942,anatomy,vibrissal follicle-sinus complex,UBERON
11987,200576,Protein,PIKFYVE,NCBI
9193,26234,Protein,FBXL5,NCBI
7473,53335,Protein,BCL11A,NCBI
125534,9842,cellular_component,cyanelle,GO
54664,19865,molecular_function,immunoglobulin binding,GO
37138,56815,disease,liver adenosquamous carcinoma,MONDO
15881,DB06401,drug,Bazedoxifene,DrugBank
82449,360184,Protein,CYCSP38,NCBI
28899,8114_1158,disease,obsessive-compulsive disorder,MONDO_grouped
111705,140429,biological_process,positive regulation of mitotic sister chromatid biorientation,GO
97719,11212,disease,"sensorineural hearing loss, retinal pigment epithelium lesions, discolored teeth",MONDO
85929,4619,Phenotype,Lumbar kyphoscoliosis,HPO
125867,42025,cellular_component,host cell nucleus,GO
35590,4944,disease,neurosyphilis,MONDO
92360,33189,Phenotype,Radiculomegaly,HPO
14009,4477,Protein,MSMB,NCBI
109466,51950,biological_process,positive regulation of gamma-aminobutyric acid uptake involved in transmission of nerve impulse,GO
18054,DB12200,drug,Tivantinib,DrugBank
115254,61503,molecular_function,tRNA threonylcarbamoyladenosine dehydratase,GO
6270,2921,Protein,CXCL3,NCBI
39293,2501,disease,brain glioblastoma,MONDO
40800,48871,biological_process,multicellular organismal homeostasis,GO
34190,282973,Protein,JAKMIP3,NCBI
86376,5723,Phenotype,Shoe-shaped sella turcica,HPO
49999,1903344,biological_process,regulation of protein polyglycylation,GO
105257,38195,biological_process,urokinase plasminogen activator signaling pathway,GO
128923,R-HSA-75094,pathway,Formation of the Editosome,REACTOME
65597,3299,anatomy,roof plate of midbrain,UBERON
74821,2001693,anatomy,protractor operculi,UBERON
84216,17217,disease,visceral calciphylaxis,MONDO
90009,25375,Phenotype,Orthotopic os odontoideum,HPO
83185,100130557,Protein,NFYC-AS1,NCBI
31201,10587,disease,"epidermodysplasia verruciformis, X-linked",MONDO
121092,1902417,molecular_function,(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity,GO
16431,DB15617,drug,Ferric derisomaltose,DrugBank
22339,12373,Phenotype,Abnormal eye physiology,HPO
102175,21821,biological_process,negative regulation of cell-glial cell adhesion involved in cerebral cortex lamination,GO
66634,4601,anatomy,rib 1,UBERON
74580,2001233,anatomy,hypobranchial 1 bone,UBERON
54158,1793,molecular_function,IgM receptor activity,GO
105378,2093,biological_process,auditory receptor cell morphogenesis,GO
47700,48882,biological_process,lateral line development,GO
10942,55646,Protein,LYAR,NCBI
16062,DB00725,drug,Homatropine methylbromide,DrugBank
40322,45704,biological_process,regulation of salivary gland boundary specification,GO
86514,6153,Phenotype,Disharmonious carpal bone,HPO
106497,10187,biological_process,negative regulation of seed germination,GO
68463,7228,anatomy,vestibular nucleus,UBERON
45380,1902416,biological_process,positive regulation of mRNA binding,GO
44696,44831,biological_process,modulation by virus of host cytokine production,GO
96114,3089,disease,extrahepatic bile duct mucoepidermoid carcinoma,MONDO
35837,2256,disease,cervix disease,MONDO
90215,30046,Phenotype,Hypoglycosylation of alpha-dystroglycan,HPO
89292,12370,Phenotype,Prominence of the zygomatic bone,HPO
51883,32354,biological_process,response to follicle-stimulating hormone,GO
89433,12601,Phenotype,Hypochloriduria,HPO
17719,DB12202,drug,Zalutumumab,DrugBank
125399,1990333,cellular_component,"mitotic checkpoint complex, CDC20-MAD2 subcomplex",GO
25811,25179,Phenotype,Ground-glass opacification on pulmonary HRCT,HPO
55401,8192,molecular_function,RNA guanylyltransferase activity,GO
64734,2301,anatomy,layer of neocortex,UBERON
64185,1743,anatomy,ligament of larynx,UBERON
50882,1900837,biological_process,regulation of fumigaclavine C biosynthetic process,GO
1618,3717,Protein,JAK2,NCBI
93373,100429,Phenotype,Broad proximal phalanx of the 4th toe,HPO
2818,1390,Protein,CREM,NCBI
65431,3046,anatomy,ventral acoustic stria,UBERON
104799,1990384,biological_process,hyaloid vascular plexus regression,GO
60660,28611,Protein,TRBV5-4,NCBI
42556,1900612,biological_process,F-9775B metabolic process,GO
39319,16868,disease,partial deletion of chromosome 3,MONDO
82386,161342,Protein,LINC00519,NCBI
45025,10612,biological_process,regulation of cardiac muscle adaptation,GO
27647,7078_12911_12912_8749_11301_19992_16165_1220,disease,hypoparathyroidism,MONDO_grouped
54325,15129,molecular_function,lactate transmembrane transporter activity,GO
129037,R-HSA-8875555,pathway,MET activates RAP1 and RAC1,REACTOME
2724,29974,Protein,A1CF,NCBI
99149,22462,disease,anophthalmia esophageal atresia cryptorchidism,MONDO
43228,1903409,biological_process,reactive oxygen species biosynthetic process,GO
12804,118924,Protein,FRA10AC1,NCBI
79290,100271053,Protein,RPS12P5,NCBI
82009,100507420,Protein,LINC01605,NCBI
25120,10116,Phenotype,Enlarged epiphyses of the hallux,HPO
25622,1080,Phenotype,Biliary tract abnormality,HPO
91319,31716,Phenotype,Cyclic exotropia,HPO
11185,5137,Protein,PDE1C,NCBI
106035,19307,biological_process,mannose biosynthetic process,GO
67735,6026,anatomy,interdigital region between manual digits 1 and 2,UBERON
30987,8206,disease,benign paroxysmal tonic upgaze of childhood with ataxia,MONDO
17405,DB07754,drug,DCFBC,DrugBank
96881,4613,disease,acute intestinal ischemia,MONDO
82204,107133511,Protein,ENPP7P6,NCBI
2807,54971,Protein,BANP,NCBI
123259,19799,molecular_function,tubulin N-acetyltransferase activity,GO
61343,344148,Protein,NCKAP5,NCBI
15829,DB08868,drug,Fingolimod,DrugBank
72803,22327,anatomy,entorhinal cortex layer 3,UBERON
102313,18292,biological_process,molybdenum incorporation via L-cysteinyl molybdopterin,GO
29144,10831,disease,familial caudal dysgenesis,MONDO
65197,2795,anatomy,frontal pole,UBERON
105839,18272,biological_process,protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine,GO
35507,5336,disease,myopathy,MONDO
111518,60662,biological_process,salivary gland cavitation,GO
61263,653641,Protein,GOLGA6C,NCBI
15516,DB01559,drug,Clotiazepam,DrugBank
117641,16015,molecular_function,morphogen activity,GO
1540,2806,Protein,GOT2,NCBI
61207,109616979,Protein,SNORD38D,NCBI
80596,163742,Protein,SLC25A3P1,NCBI
34790,406974,Protein,MIR197,NCBI
117998,5289,molecular_function,high-affinity arginine transmembrane transporter activity,GO
39222,6922,disease,Anaplasmataceae infectious disease,MONDO
21842,DB10949,drug,Koeleria macrantha pollen,DrugBank
55621,140513,cellular_component,nuclear protein-containing complex,GO
18948,DB03951,drug,N-acetyl-D-glucosamine-6-phosphate,DrugBank
77057,6007245,anatomy,insect cuticular specialization,UBERON
113578,35565,biological_process,regulation of pronephros size,GO
99171,22556,disease,oculo-cerebral dysplasia,MONDO
99604,25135,disease,"tuberculosis, avian",MONDO
103870,2000225,biological_process,negative regulation of testosterone biosynthetic process,GO
122771,44023,molecular_function,histone kinase activity (H4-S1 specific),GO
26722,32137,Phenotype,Decreased circulating IgG3 level,HPO
52639,51012,biological_process,microtubule sliding,GO
75938,3000945,anatomy,inscriptional rib,UBERON
91113,31420,Phenotype,Small yellow foveal lesion with surrounding gray zone,HPO
45435,71423,biological_process,malate transmembrane transport,GO
100209,31018,biological_process,endocrine pancreas development,GO
73664,35916,anatomy,"lateral visual area, layer 5",UBERON
54994,70696,molecular_function,transmembrane receptor protein serine/threonine kinase binding,GO
95855,2212,disease,pneumonic tularemia,MONDO
96936,4774,disease,gonococcal iridocyclitis,MONDO
106636,80040,biological_process,positive regulation of cellular response to phosphate starvation,GO
103034,15628,biological_process,protein secretion by the type II secretion system,GO
76459,4200113,anatomy,predorsal scute,UBERON
103111,140216,biological_process,negative regulation of D-aspartate import across plasma membrane,GO
65561,3249,anatomy,epithelium of otic placode,UBERON
787,4628,Protein,MYH10,NCBI
35091,51305,Protein,KCNK9,NCBI
51464,90283,biological_process,regulation of protein glycosylation in Golgi,GO
79376,100130887,Protein,ATE1-AS1,NCBI
10696,3110,Protein,MNX1,NCBI
20284,DB12615,drug,Plazomicin,DrugBank
63147,42,anatomy,serous membrane,UBERON
96291,3568,disease,disorder of optic chiasm,MONDO
94147,122,Phenotype,Unilateral renal agenesis,HPO
32132,8988_16603_15991,disease,citrullinemia,MONDO_grouped
116036,31217,molecular_function,"glucan 1,4-beta-glucosidase activity",GO
75433,2005371,anatomy,dorsal fin pterygiophore 8,UBERON
14370,DB04911,drug,Oritavancin,DrugBank
550,10957,Protein,PNRC1,NCBI
121027,102057,molecular_function,jasmonoyl-valine synthetase activity,GO
71366,13764,anatomy,common crus of semicircular duct,UBERON
101764,51866,biological_process,general adaptation syndrome,GO
58285,79017,Protein,GGCT,NCBI
16440,DB04709,drug,"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",DrugBank
12794,54905,Protein,CYP2W1,NCBI
81332,100271031,Protein,UBA52P5,NCBI
117583,36169,molecular_function,3-methoxy-4-hydroxy-5-decaprenylbenzoic acid decarboxylase activity,GO
38747,19662,disease,"short rib-polydactyly syndrome, Majewski type",MONDO
104822,1901972,biological_process,positive regulation of DNA-5-methylcytosine glycosylase activity,GO
103801,70563,biological_process,negative regulation of vitamin D receptor signaling pathway,GO
118999,33130,molecular_function,acetylcholine receptor binding,GO
11589,3948,Protein,LDHC,NCBI
128810,R-HSA-6781823,pathway,Formation of TC-NER Pre-Incision Complex,REACTOME
26450,11175,Phenotype,Focal motor seizure with version,HPO
30745,20602_10265_10731,disease,Simpson-Golabi-Behmel syndrome,MONDO_grouped
101228,2000901,biological_process,cyclodextrin catabolic process,GO
22510,100625,Phenotype,Enlarged thorax,HPO
25536,11490,Phenotype,Abnormal Descemet membrane morphology,HPO
64295,1854,anatomy,saccule of membranous labyrinth,UBERON
79755,143371,Protein,YWHAZP3,NCBI
15671,DB11952,drug,Duvelisib,DrugBank
46584,2923,biological_process,regulation of humoral immune response mediated by circulating immunoglobulin,GO
128153,R-HSA-2219530,pathway,Constitutive Signaling by Aberrant PI3K in Cancer,REACTOME
124605,97407,cellular_component,Bunina body,GO
16601,DB04679,drug,Human blood group H type 1 trisaccharide,DrugBank
89643,20060,Phenotype,Decreased red blood cell count,HPO
70560,11823,anatomy,dense connective tissue,UBERON
48764,46103,biological_process,inosine biosynthetic process,GO
82324,112846,Protein,RBM8B,NCBI
46933,15696,biological_process,ammonium transport,GO
11080,5740,Protein,PTGIS,NCBI
55718,43527,cellular_component,tRNA methyltransferase complex,GO
77869,106865375,Protein,RNA5SP334,NCBI
80135,101927049,Protein,PLCE1-AS2,NCBI
37825,16511,disease,infectious embryofetopathy,MONDO
94531,100882,Phenotype,Fibrous hamartoma,HPO
57668,100288797,Protein,TMEM239,NCBI
95122,21660,disease,deep seated dermatophytosis,MONDO
48787,43406,biological_process,positive regulation of MAP kinase activity,GO
111106,42697,biological_process,menopause,GO
128555,R-HSA-5576892,pathway,Phase 0 - rapid depolarisation,REACTOME
117476,4379,molecular_function,glycylpeptide N-tetradecanoyltransferase activity,GO
108968,38043,biological_process,interleukin-5-mediated signaling pathway,GO
58661,286187,Protein,PPP1R42,NCBI
26971,11934,Phenotype,Dilatation of mesenteric artery,HPO
46718,1904451,biological_process,regulation of potassium:proton exchanging ATPase activity,GO
38903,19714,disease,"non-syndromic polydactyly, syndactyly and/or hyperphalangy",MONDO
117196,34862,molecular_function,"2,6-dihydroxybenzothiazole monooxygenase activity",GO
74199,2000439,anatomy,superficial pelvic abductor,UBERON
10835,4852,Protein,NPY,NCBI
90811,30993,Phenotype,Duplication of pancreatic duct,HPO
3076,148223,Protein,C19orf25,NCBI
89432,12597,Phenotype,Heavy proteinuria,HPO
39044,2012,disease,methylmalonic acidemia,MONDO
856,78988,Protein,MRPL57,NCBI
84742,890,Phenotype,Long clavicles,HPO
56035,99034,cellular_component,anchored component of postsynaptic endosome membrane,GO
80765,392302,Protein,ASS1P12,NCBI
38938,17173,disease,non-syndromic male infertility due to sperm motility disorder,MONDO
61677,C092102,exposure,1-hydroxyphenanthrene,CTD
101537,71304,biological_process,cellular response to vitamin B6,GO
87166,7776,Phenotype,Sparse lower eyelashes,HPO
3701,55890,Protein,GPRC5C,NCBI
106952,44061,biological_process,modulation by symbiont of host excretion,GO
54542,51002,molecular_function,"ligase activity, forming nitrogen-metal bonds",GO
43517,46491,biological_process,L-methylmalonyl-CoA metabolic process,GO
120099,8925,molecular_function,maltose O-acetyltransferase activity,GO
7027,23503,Protein,ZFYVE26,NCBI
78528,644972,Protein,RPS3AP26,NCBI
6418,2752,Protein,GLUL,NCBI
24908,9658,Phenotype,Aplasia/Hypoplasia of the phalanges of the thumb,HPO
14657,DB09285,drug,Morniflumate,DrugBank
113635,70983,biological_process,dendrite guidance,GO
75751,3000601,anatomy,tectum nasi,UBERON
46963,2001243,biological_process,negative regulation of intrinsic apoptotic signaling pathway,GO
124155,1990970,molecular_function,trans-activation response element binding,GO
94390,100735,Phenotype,Hypertensive crisis,HPO
59999,256710,Protein,GLIPR1L1,NCBI
66913,4913,anatomy,hepatopancreatic ampulla,UBERON
26325,200146,Phenotype,Mucoid extracellular matrix accumulation,HPO
118654,33403,molecular_function,UUA codon-amino acid adaptor activity,GO
34950,95681,Protein,CEP41,NCBI
4404,55283,Protein,MCOLN3,NCBI
104618,1902700,biological_process,pentose catabolic process to butan-1-ol,GO
71554,14622,anatomy,apex of cervical spinal cord dorsal horn,UBERON
16045,DB08862,drug,Cholecystokinin,DrugBank
38847,16492,disease,beta-thalassemia with other manifestations,MONDO
59969,28877,Protein,IGKV3D-7,NCBI
119631,102009,molecular_function,proline dipeptidase activity,GO
119046,70097,molecular_function,delta-catenin binding,GO
40835,1900348,biological_process,regulation of methane biosynthetic process from methylamine,GO
54126,15155,molecular_function,lactose transmembrane transporter activity,GO
106269,32417,biological_process,positive regulation of sodium:proton antiporter activity,GO
79145,106480421,Protein,DPY19L2P5,NCBI
122930,47172,molecular_function,shikimate O-hydroxycinnamoyltransferase activity,GO
106003,140357,biological_process,heme export from vacuole to cytoplasm,GO
58602,196294,Protein,IMMP1L,NCBI
40141,46158,biological_process,ocellus pigment metabolic process,GO
48177,90186,biological_process,regulation of pancreatic juice secretion,GO
119843,90369,molecular_function,ornithine carbamoyltransferase inhibitor activity,GO
31250,7623,disease,flushing of ears and somnolence,MONDO
25225,10679,Phenotype,Elevated tissue non-specific alkaline phosphatase,HPO
101371,10729,biological_process,positive regulation of hydrogen peroxide biosynthetic process,GO
98563,18672,disease,IgG4-related aortitis,MONDO
12878,79585,Protein,CORO7,NCBI
67381,5467,anatomy,platysma,UBERON
53489,31929,biological_process,TOR signaling,GO
44132,140215,biological_process,regulation of D-aspartate import across plasma membrane,GO
60481,388611,Protein,CD164L2,NCBI
119548,46422,molecular_function,violaxanthin de-epoxidase activity,GO
11051,26123,Protein,TCTN3,NCBI
51232,90384,biological_process,phagosome-lysosome docking,GO
15894,DB11605,drug,Myrrh,DrugBank
110477,61868,biological_process,hepatic stellate cell migration,GO
61352,28625,Protein,TRBJ2-4,NCBI
95331,950,disease,asthenopia,MONDO
102147,97695,biological_process,establishment of protein-containing complex localization to telomere,GO
126923,43083,cellular_component,synaptic cleft,GO
95839,2162,disease,fallopian tube adenosarcoma,MONDO
52351,1787,biological_process,natural killer cell proliferation,GO
116759,1990309,molecular_function,type-II dockerin domain binding,GO
115991,47593,molecular_function,6-acetylglucose deacetylase activity,GO
17785,DB01834,drug,"(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",DrugBank
53594,16229,molecular_function,steroid dehydrogenase activity,GO
12181,64844,Protein,MARCHF7,NCBI
106198,31284,biological_process,positive regulation of guanylate cyclase activity,GO
109151,72249,biological_process,metanephric glomerular visceral epithelial cell development,GO
83413,102465461,Protein,MIR6770-1,NCBI
92635,33535,Phenotype,Reduced platelet dense granules,HPO
106335,2614,biological_process,negative regulation of monocyte antigen processing and presentation,GO
4059,2869,Protein,GRK5,NCBI
2968,7005,Protein,TEAD3,NCBI
38239,1085,disease,interstitial nephritis,MONDO
124200,50311,molecular_function,sulfite reductase (ferredoxin) activity,GO
53334,60272,biological_process,embryonic skeletal joint morphogenesis,GO
35397,374354,Protein,NHLRC2,NCBI
61401,84176,Protein,MYH16,NCBI
124823,1990851,cellular_component,Wnt-Frizzled-LRP5/6 complex,GO
107098,34161,biological_process,positive regulation of toll-like receptor 8 signaling pathway,GO
85864,4432,Phenotype,Agammaglobulinemia,HPO
52481,1900511,biological_process,positive regulation of pentose catabolic process to ethanol,GO
19998,DB08235,drug,N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide,DrugBank
82301,100421694,Protein,GLULP5,NCBI
69383,9679,anatomy,set of lower jaw teeth,UBERON
55098,31871,molecular_function,proteinase activated receptor binding,GO
85920,4603,Phenotype,Hyperconvex vertebral body endplates,HPO
129299,R-HSA-9674401,pathway,Sunitinib-resistant PDGFR mutants,REACTOME
63527,1075,anatomy,bony vertebral centrum,UBERON
71626,14719,anatomy,intralobular duct,UBERON
95032,11805_12607_12067_12379_12577_12666_12771_13180,disease,"asthma-related traits, susceptibility to",MONDO_grouped
78364,100873614,Protein,RNA5SP354,NCBI
55034,140064,molecular_function,peptide crotonyltransferase activity,GO
96729,4370,disease,sphenocavernous meningioma,MONDO
77321,100125556,Protein,FAM86JP,NCBI
80537,729909,Protein,RPL36AP26,NCBI
71451,14468,anatomy,ansoparamedian fissure of cerebellum,UBERON
127615,R-HSA-111459,pathway,Activation of caspases through apoptosome-mediated cleavage,REACTOME
112264,6368,biological_process,transcription elongation from RNA polymerase II promoter,GO
48091,72104,biological_process,glomerular capillary formation,GO
8277,3119,Protein,HLA-DQB1,NCBI
5851,7109,Protein,TRAPPC10,NCBI
24383,10920,Phenotype,Zonular cataract,HPO
38556,15951,disease,hereditary photodermatosis,MONDO
101991,15726,biological_process,L-idonate transmembrane transport,GO
66992,5021,anatomy,mucosa of sphenoidal sinus,UBERON
40044,140539,biological_process,regulation of melanotic encapsulation of foreign target,GO
93632,200048,Phenotype,Cyanotic episode,HPO
97884,13462,disease,fucosyltransferase 6 deficiency,MONDO
28746,7114,disease,angel-shaped phalango-epiphyseal dysplasia,MONDO
114840,9555,biological_process,pollen development,GO
49819,18022,biological_process,peptidyl-lysine methylation,GO
45750,32384,biological_process,negative regulation of intracellular cholesterol transport,GO
42391,75001,biological_process,adhesion of symbiont infection structure to host,GO
62925,R-HSA-877300,pathway,Interferon gamma signaling,REACTOME
77715,100873833,Protein,RNU5F-6P,NCBI
63900,1453,anatomy,distal tarsal bone 2,UBERON
5215,2938,Protein,GSTA1,NCBI
86358,5676,Phenotype,Rudimentary postaxial polydactyly of hands,HPO
25489,32209,Phenotype,Abnormal circulating free T3 level,HPO
67088,5125,anatomy,metanephric proximal straight tubule,UBERON
99304,22871,disease,corpus callosum agenesis of blepharophimosis robin type,MONDO
28952,8324,disease,pseudoarthrogryposis,MONDO
18649,DB06956,drug,"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",DrugBank
46024,10226,biological_process,response to lithium ion,GO
124362,60111,cellular_component,alae of collagen and cuticulin-based cuticle extracellular matrix,GO
31477,8170,disease,ovarian cancer,MONDO
15617,DB09090,drug,Pinaverium,DrugBank
12186,79731,Protein,NARS2,NCBI
78092,503637,Protein,DUXAP8,NCBI
92517,33387,Phenotype,Elevated circulating pyridinoline concentration,HPO
125714,98979,cellular_component,polyadic synapse,GO
10399,59345,Protein,GNB4,NCBI
105439,70306,biological_process,lens fiber cell differentiation,GO
82447,28318,Protein,IGHV3OR15-7,NCBI
75567,2205375,anatomy,dorsal fin distal radial cartilage 4,UBERON
69627,10084,anatomy,future diaphragm,UBERON
12995,252884,Protein,ZNF396,NCBI
96261,3497,disease,renal pelvis squamous cell carcinoma,MONDO
40089,6725,biological_process,cellular aromatic compound metabolic process,GO
80600,100873919,Protein,NDP-AS1,NCBI
36082,4751,disease,disease of orbital part of eye adnexa,MONDO
116033,4622,molecular_function,lysophospholipase activity,GO
114267,1990209,biological_process,negative regulation by symbiont of RNA levels in host,GO
104397,10493,biological_process,Lewis a epitope biosynthetic process,GO
73832,36523,anatomy,wall of vagina,UBERON
7215,65265,Protein,C8orf33,NCBI
69276,9536,anatomy,vascular element of left lung,UBERON
105424,2000866,biological_process,positive regulation of estradiol secretion,GO
120330,106334,molecular_function,3'-deoxyribose phosphate lyase activity,GO
116950,3940,molecular_function,L-iduronidase activity,GO
886,51075,Protein,TMX2,NCBI
32774,100133,disease,mitochondrial complex I deficiency,MONDO
65969,3707,anatomy,sinus of Valsalva,UBERON
59868,100126310,Protein,MIR876,NCBI
14120,DB14520,drug,Tetraferric tricitrate decahydrate,DrugBank
4813,103,Protein,ADAR,NCBI
